Title,FileName,Speaker,Date,Text,SeriesName,Mp3Url,SermonPageUrl,SeriesIndex,SermonId
Romans 6:1-14 - The Life-Giving power of the Resurrection,20180401_am.mp3,Greg Pickle,2018-04-01,Romans 6:1-14,Easter,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180401_am.mp3,,,
Be Captivated by Christ,20180408_am.mp3,Brian Beemer,2018-04-08,Colossians 2:9-12,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180408_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180500666,8,180500666
"Life in the Church - Discipleship and Counseling, Part 6",20180408_litc.mp3,Greg Pickle,2018-04-08,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180408_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504534,7,180504534
The Letter of James,20180415_am.mp3,Greg Pickle,2018-04-15,James 1:1,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180415_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180501261,1,180501261
"Life in the Church - Discipleship and Counseling, Part 7",20180415_litc.mp3,Greg Pickle,2018-04-15,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180415_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504535,8,180504535
"The Qualities of The Good Shepherd, Part 2",20180415_pm.mp3,Brian Beemer,2018-04-15,John 10:11-18,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180415_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505017,52,180505017
Rejoicing in Trials,20180422_am.mp3,Greg Pickle,2018-04-22,James 1:2-4,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180422_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180501971,2,180501971
"Life in the Church - Discipleship and Counseling, Part 8",20180422_litc.mp3,Greg Pickle,2018-04-22,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180422_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504536,9,180504536
Asking God for Wisdom,20180429_am.mp3,Greg Pickle,2018-04-29,James 1:5-8,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180429_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180502923,3,180502923
"Life in the Church - Discipleship and Counseling, Part 9",20180429_litc.mp3,Greg Pickle,2018-04-29,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180429_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504537,10,180504537
"John 10:19-30, Part 1",20180429_pm.mp3,Brian Beemer,2018-04-29,John 10:19-30,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180429_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506335,53,180506335
Viewing Trials in Light of Eternity,20180506_am.mp3,Greg Pickle,2018-05-06,James 1:9-12,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180506_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180503854,4,180503854
"The Fear of Man, Week 1",20180506_fom.mp3,Brian Beemer,2018-05-06,,Fear of Man,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180506_fom.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180503855,1,180503855
"Life in the Church - Discipleship and Counseling, Part 10",20180506_litc.mp3,Greg Pickle,2018-05-06,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180506_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504538,11,180504538
The Real Source of Temptation,20180513_am.mp3,Greg Pickle,2018-05-13,James 1:13-15,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180513_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504533,5,180504533
"Life in the Church - Discipleship and Counseling, Part 11",20180513_litc.mp3,Greg Pickle,2018-05-13,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180513_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180504539,12,180504539
"John 10:22-30, Part 2",201800513_pm.mp3,Brian Beemer,2018-05-13,John 10:22-30,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/201800513_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505018,54,180505018
"The Fear of Man, Week 2",20180513_fom.mp3,Brian Beemer,2018-05-13,,Fear of Man,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180513_fom.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505024,2,180505024
God's Goodness toward His People,20180520_am.mp3,Greg Pickle,2018-05-20,James 1:16-18,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180520_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505015,6,180505015
Psalm 15,20180520_pm.mp3,Greg Pickle,2018-05-20,Psalm 15,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180520_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505211,31,180505211
"Life in the Church - Discipleship and Counseling, Part 12",20180520_litc.mp3,Greg Pickle,2018-05-20,,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180520_litc.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505212,13,180505212
"The Fear of Man, Class 3",20180520_fom.mp3,Brian Beemer,2018-05-20,,Fear of Man,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180520_fom.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506336,3,180506336
Listening that Honors God,20180527_am.mp3,Greg Pickle,2018-05-27,James 1:19-21,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180527_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180505475,7,180505475
"The Fear of Man, Class 4",20180527_fom.mp3,Brian Beemer,2018-05-27,,Fear of Man,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180527_fom.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506337,4,180506337
The Circumstances of Your Conversion,20180603_am.mp3,Brian Beemer,2018-06-03,Colossians 2:13-15,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180603_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506088,9,180506088
Nehemiah 9:38-10:30,20180603_pm.mp3,Philip Boudreaux,2018-06-03,Nehemiah 9:38-10:30,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180603_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506334,11,180506334
"The Fear of Man, Class 5",20180603_fom.mp3,Brian Beemer,2018-06-03,,Fear of Man,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180603_fom.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506341,5,180506341
Doers of the Word,20180610_am.mp3,Greg Pickle,2018-06-10,James 1:22-25,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180610_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180506684,8,180506684
1 Corinthians 4:14-21,20180610_pm.mp3,Greg Pickle,2018-06-10,1 Corinthians 4:14-21,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180610_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538398,32,180538398
Discipleship and Counseling - Final Class,20180617_ss.mp3,Greg Pickle,2018-06-17,Various,Discipleship and Counseling,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180617_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538394,14,180538394
Who Is Truly Religious?,20180617_am.mp3,Greg Pickle,2018-06-17,James 1:26-27,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180617_am.mp3,,,
The Problem of Partiality,20180624_am.mp3,Greg Pickle,2018-06-24,James 2:1-7,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180624_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180531884,9,180531884
"Unity and Diversity in the Church, Week 1",20180624_ss.mp3,Greg Pickle,2018-06-24,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180624_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533185,1,180533185
John 10:22-42,20180624_pm.mp3,Brian Beemer,2018-06-24,John 10:22-42,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180624_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538399,55,180538399
"The Problem of Partiality, Part 2",20180701_am.mp3,Greg Pickle,2018-07-01,James 2:8-13,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180701_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180532397,10,180532397
"Unity and Diversity in the Church, Week 2",20180701_ss.mp3,Greg Pickle,2018-07-01,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180701_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533186,2,180533186
"The Sickness of Lazarus, Part 1",20180701_pm.mp3,Brian Beemer,2018-07-01,John 11:1-3,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180701_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550123,56,180550123
The Need for a Faith That Works,20180708_am.mp3,Greg Pickle,2018-07-08,James 2:14-19,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180708_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180532932,11,180532932
Unity and Diversity in the Church - Week 3,20180708_ss.mp3,Greg Pickle,2018-07-08,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180708_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538395,3,180538395
True Faith Is Shown By Good Works,20180715_am.mp3,Greg Pickle,2018-07-15,James 2:20,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533551,12,180533551
"The Sickness of Lazarus, Part 2",20180715_pm.mp3,Brian Beemer,2018-07-15,John 11:4-6,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533650,57,180533650
Unity and Diversity in the Church - Week 4,20180715_ss.mp3,Greg Pickle,2018-07-15,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538396,4,180538396
Trusting God During Our Trials,20180722_am.mp3,Philip Boudreaux,2018-07-22,Psalm 3:1-8,Guest Speakers,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180722_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180535207,7,180535207
"True Faith is Shown by Good Works, Part 2",20180729_am.mp3,Greg Pickle,2018-07-29,James 2:20-26,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180535777,13,180535777
Unity and Diversity in the Church - Week 5,20180729_ss.mp3,Greg Pickle,2018-07-29,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538397,5,180538397
"The Death of Lazarus, Part 2",20180729_pm.mp3,Brian Beemer,2018-07-29,John 11:7-16,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538400,58,180538400
The Importance of Controlling Your Tongue,20180805_am.mp3,Greg Pickle,2018-08-05,James 3:1-2,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180536451,14,180536451
Unity and Diversity in the Church - Majorities,20180805_ss.mp3,Greg Pickle,2018-08-05,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538393,6,180538393
"Jesus Meets with Martha, Part 1",20180805_pm.mp3,Brian Beemer,2018-08-05,John 11:17-27,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538401,59,180538401
"The Importance of Controlling Your Tongue, Part 2",20180812_am.mp3,Greg Pickle,2018-08-12,James 3:3-12,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180537171,15,180537171
Unity and Diversity in the Church - Minorities,20180812_ss.mp3,Greg Pickle,2018-08-12,Various,Unity and Diversity in the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538329,7,180538329
"Jesus Meets with Martha, Part 2",20180812_pm.mp3,Brian Beemer,2018-08-12,John 11:17-27,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538402,60,180538402
How to Understand False Wisdom,20180819_am.mp3,Greg Pickle,2018-08-19,James 3:13-16,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180819_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180537811,16,180537811
Jesus Meets with Mary,20180819_pm.mp3,Brian Beemer,2018-08-19,John 11:28-37,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180819_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538403,61,180538403
How to Recognize True Wisdom,20180826_am.mp3,Greg Pickle,2018-08-26,James 3:17-18,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538494,17,180538494
"The Faithful Steward, Class 1 - Overview",20180826_ss.mp3,Jim Zehr,2018-08-26,Various,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538495,1,180538495
Jesus Raises Lazarus from the Dead,20180826_pm.mp3,Brian Beemer,2018-08-26,John 11:38-46,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550120,62,180550120
The Causes of Coflicts,20180902_am.mp3,Greg Pickle,2018-09-02,James 4:1-3,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180902_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180539094,18,180539094
The Heart of Conflict,20180909_am.mp3,Greg Pickle,2018-09-09,James 4:4-6,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180909_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180539689,19,180539689
The Jewish Leaders Plan to Kill Jesus,20180909_pm.mp3,Brian Beemer,2018-09-09,John 11:47-57,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180909_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550121,63,180550121
"The Faithful Steward, Class 4 - Stewardship, Part 2",20180916_ss.mp3,Jim Zehr,2018-09-16,Various,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180540535,2,180540535
How to Find God's Grace,20180916_am.mp3,Greg Pickle,2018-09-16,James 4:7-10,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180540572,20,180540572
Mary's Adoration,20180916_pm.mp3,Brian Beemer,2018-09-16,John 12:1-3,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550122,64,180550122
"The Faithful Steward, Class 5 - Contentment, Part 1",20180923_ss.mp3,Jim Zehr,2018-09-23,Various,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541172,3,180541172
James 4 :11-12 - Don't Speak Against One Another,20180923_am.mp3,Greg Pickle,2018-09-23,James 4:11-12,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541207,21,180541207
Mary Anoints Jesus's Feet,20180923_pm.mp3,Brian Beemer,2018-09-23,John 12:1-11,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541375,65,180541375
"The Faithful Steward, Class 6 - Contentment, Part 2",20180930_ss.mp3,,2018-09-30,,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180930_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541841,33,180541841
